# =============================================================================
# LOG MISSIONE AUTOPILOTA APRILTAG
# =============================================================================
# Descrizione: campioni registrati durante il volo autonomo; include posa stimata, waypoint attivo, distanze dal target, comandi RC e stato della missione.
# Generato il: 2026-09-08 11:07:01
# Formato dati: tabella CSV testuale con separatore ','
# Nota: le righe che iniziano con '#' sono commenti descrittivi.
# Separatore degli ID AprilTag multipli: '|'
#
# Legenda colonne:
# - timestamp_s: timestamp assoluto UNIX del campione [s]
# - tempo_relativo_s: tempo trascorso dal primo campione del file [s]
# - x_mondo_m: coordinata X della posa usata dall'autopilota nel frame mondo [m]
# - y_mondo_m: coordinata Y della posa usata dall'autopilota nel frame mondo [m]
# - z_mondo_m: coordinata Z della posa usata dall'autopilota nel frame mondo [m]
# - yaw_mondo_deg: yaw della posa usata dall'autopilota [deg]
# - waypoint_x_m: coordinata X del waypoint attivo [m]
# - waypoint_y_m: coordinata Y del waypoint attivo [m]
# - waypoint_z_m: coordinata Z del waypoint attivo [m]
# - waypoint_yaw_deg: yaw desiderato del waypoint attivo [deg]
# - comando_lr: comando RC laterale left/right inviato o calcolato dall'autopilota
# - comando_fb: comando RC forward/backward inviato o calcolato dall'autopilota
# - comando_ud: comando RC up/down inviato o calcolato dall'autopilota
# - comando_yaw: comando RC di rotazione yaw inviato o calcolato dall'autopilota
# - distanza_xy_m: distanza planare dal waypoint attivo [m]
# - distanza_3d_m: distanza spaziale dal waypoint attivo [m]
# - errore_yaw_deg: errore di orientamento rispetto al waypoint [deg]
# - indice_waypoint: indice del waypoint attivo nella sequenza
# - waypoint_raggiunto: true se il waypoint è stato considerato raggiunto in quel campione
# - missione_finita: true se la sequenza di waypoint risulta completata
# - fault: true se il controllore segnala una condizione anomala
# - motivo: motivo diagnostico restituito dall'autopilota
# - tag_ids: ID degli AprilTag usati per la stima, separati dal carattere indicato sopra
# - sorgente_posa: descrizione della sorgente della posa usata dall'autopilota
# =============================================================================

timestamp_s,tempo_relativo_s,x_mondo_m,y_mondo_m,z_mondo_m,yaw_mondo_deg,waypoint_x_m,waypoint_y_m,waypoint_z_m,waypoint_yaw_deg,comando_lr,comando_fb,comando_ud,comando_yaw,distanza_xy_m,distanza_3d_m,errore_yaw_deg,indice_waypoint,waypoint_raggiunto,missione_finita,fault,motivo,tag_ids,sorgente_posa
1788858304.471,0.000,-0.094,0.919,1.802,88.053,0.000,1.200,2.000,70.000,4,-14,0,-23,0.296,0.356,-18.053,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.561,0.090,-0.100,0.919,1.800,88.164,0.000,1.200,2.000,70.000,5,-14,0,-23,0.298,0.359,-18.164,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.593,0.122,-0.101,0.919,1.797,88.221,0.000,1.200,2.000,70.000,5,-14,9,-23,0.299,0.361,-18.221,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.643,0.172,-0.095,0.919,1.797,88.150,0.000,1.200,2.000,70.000,4,-14,9,-23,0.297,0.359,-18.150,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.698,0.227,-0.089,0.927,1.813,88.059,0.000,1.200,2.000,70.000,4,-14,0,-23,0.287,0.342,-18.059,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.746,0.276,-0.093,0.936,1.827,87.941,0.000,1.200,2.000,70.000,4,-13,0,-23,0.280,0.329,-17.941,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.850,0.380,-0.091,0.934,1.827,87.607,0.000,1.200,2.000,70.000,4,-13,0,-23,0.281,0.330,-17.607,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.885,0.414,-0.091,0.933,1.818,86.627,0.000,1.200,2.000,70.000,4,-14,0,-23,0.282,0.335,-16.627,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.938,0.467,-0.096,0.929,1.812,86.081,0.000,1.200,2.000,70.000,4,-14,0,-23,0.288,0.344,-16.081,0,false,false,false,tracking,1,kalman(weighted_average)
1788858304.985,0.514,-0.093,0.931,1.812,85.351,0.000,1.200,2.000,70.000,4,-14,0,-23,0.284,0.341,-15.351,0,false,false,false,tracking,1,kalman(weighted_average)
1788858305.038,0.567,-0.102,0.934,1.815,84.914,0.000,1.200,2.000,70.000,4,-14,0,-23,0.285,0.340,-14.914,0,false,false,false,tracking,1,kalman(weighted_average)
1788858305.141,0.670,-0.102,0.934,1.815,83.759,0.000,1.200,2.000,70.000,4,-14,0,-23,0.285,0.340,-13.759,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.174,0.703,-0.102,0.934,1.815,82.158,0.000,1.200,2.000,70.000,3,-14,0,-23,0.285,0.340,-12.158,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.224,0.754,-0.046,1.389,1.876,81.380,0.000,1.200,2.000,70.000,4,9,0,-23,0.195,0.231,-11.380,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.272,0.801,-0.032,1.470,1.879,80.613,0.000,1.200,2.000,70.000,4,13,0,-23,0.272,0.298,-10.613,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.324,0.853,-0.028,1.500,1.888,80.041,0.000,1.200,2.000,70.000,4,15,0,-23,0.302,0.322,-10.041,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.431,0.960,-0.027,1.499,1.888,79.611,0.000,1.200,2.000,70.000,4,14,0,-23,0.300,0.320,-9.611,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.466,0.995,-0.028,1.487,1.884,78.671,0.000,1.200,2.000,70.000,4,14,0,-22,0.289,0.311,-8.671,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.516,1.045,-0.024,1.476,1.878,78.208,0.000,1.200,2.000,70.000,4,13,0,-21,0.277,0.303,-8.208,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.564,1.094,-0.018,1.475,1.876,77.608,0.000,1.200,2.000,70.000,4,13,0,-19,0.275,0.302,-7.608,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.614,1.143,-0.016,1.476,1.879,76.953,0.000,1.200,2.000,70.000,4,13,0,-17,0.276,0.301,-6.953,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.720,1.249,-0.019,1.476,1.882,76.424,0.000,1.200,2.000,70.000,4,13,0,-16,0.276,0.300,-6.424,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.754,1.284,-0.014,1.485,1.880,75.376,0.000,1.200,2.000,70.000,4,14,0,-13,0.285,0.309,-5.376,0,false,false,false,tracking,11,kalman(weighted_average)
1788858305.804,1.333,-0.025,1.490,1.889,75.271,0.000,1.200,2.000,70.000,5,14,0,-13,0.291,0.312,-5.271,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858305.855,1.384,-0.030,1.494,1.895,74.963,0.000,1.200,2.000,70.000,5,14,0,-12,0.295,0.313,-4.963,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858305.903,1.432,-0.033,1.494,1.898,74.730,0.000,1.200,2.000,70.000,5,14,0,-12,0.296,0.313,-4.730,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.004,1.533,-0.032,1.494,1.899,74.387,0.000,1.200,2.000,70.000,5,14,0,-11,0.296,0.313,-4.387,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.040,1.570,-0.032,1.491,1.897,73.960,0.000,1.200,2.000,70.000,6,14,0,0,0.293,0.310,-3.960,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.086,1.615,-0.032,1.486,1.896,73.716,0.000,1.200,2.000,70.000,6,13,0,0,0.288,0.306,-3.716,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.136,1.665,-0.029,1.484,1.896,73.511,0.000,1.200,2.000,70.000,5,13,0,0,0.286,0.304,-3.511,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.188,1.717,-0.026,1.479,1.893,73.249,0.000,1.200,2.000,70.000,5,13,0,0,0.280,0.300,-3.249,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.292,1.821,-0.027,1.473,1.892,73.084,0.000,1.200,2.000,70.000,5,13,0,0,0.274,0.295,-3.084,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.327,1.856,-0.029,1.460,1.892,72.873,0.000,1.200,2.000,70.000,5,12,0,0,0.262,0.283,-2.873,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.375,1.904,-0.030,1.451,1.897,72.838,0.000,1.200,2.000,70.000,5,12,0,0,0.253,0.273,-2.838,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.432,1.961,-0.032,1.441,1.899,72.831,0.000,1.200,2.000,70.000,5,11,0,0,0.244,0.264,-2.831,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.477,2.006,-0.032,1.439,1.899,72.871,0.000,1.200,2.000,70.000,5,11,0,0,0.241,0.261,-2.871,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.588,2.117,-0.034,1.429,1.899,72.904,0.000,1.200,2.000,70.000,5,10,0,0,0.231,0.252,-2.904,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.625,2.154,-0.034,1.412,1.901,72.933,0.000,1.200,2.000,70.000,5,10,0,0,0.215,0.237,-2.933,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.670,2.199,-0.035,1.405,1.900,72.966,0.000,1.200,2.000,70.000,5,9,0,0,0.208,0.231,-2.966,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.723,2.252,-0.036,1.390,1.902,72.950,0.000,1.200,2.000,70.000,5,9,0,0,0.193,0.216,-2.950,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.775,2.304,-0.037,1.377,1.901,72.926,0.000,1.200,2.000,70.000,4,8,0,0,0.181,0.206,-2.926,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.884,2.414,-0.038,1.368,1.902,72.918,0.000,1.200,2.000,70.000,4,7,0,0,0.172,0.198,-2.918,0,false,false,false,tracking,11|14,kalman(weighted_average)
1788858306.920,2.449,-0.039,1.341,1.908,72.895,0.000,1.200,2.000,70.000,0,0,0,0,0.146,0.173,-2.895,0,false,false,false,supervision_stop_started,11|14,kalman(weighted_average)
1788858306.995,2.524,-0.024,1.323,1.904,72.403,0.000,1.200,2.000,70.000,0,0,0,0,0.125,0.158,-2.403,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.035,2.564,-0.018,1.318,1.902,72.196,0.000,1.200,2.000,70.000,0,0,0,0,0.120,0.155,-2.196,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.194,2.723,-0.030,1.316,1.909,72.492,0.000,1.200,2.000,70.000,0,0,0,0,0.120,0.150,-2.492,0,false,false,false,supervision_stop,11|14,kalman(weighted_average)
1788858307.258,2.787,-0.041,1.277,1.912,72.780,0.000,1.200,2.000,70.000,0,0,0,0,0.087,0.124,-2.780,0,false,false,false,supervision_stop,11|14,kalman(weighted_average)
1788858307.316,2.845,-0.027,1.251,1.910,72.398,0.000,1.200,2.000,70.000,0,0,0,0,0.058,0.107,-2.398,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.348,2.877,-0.021,1.235,1.906,72.208,0.000,1.200,2.000,70.000,0,0,0,0,0.041,0.103,-2.208,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.451,2.980,-0.021,1.223,1.908,72.137,0.000,1.200,2.000,70.000,0,0,0,0,0.031,0.097,-2.137,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.483,3.012,-0.017,1.206,1.907,72.028,0.000,1.200,2.000,70.000,0,0,0,0,0.018,0.095,-2.028,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.531,3.061,-0.019,1.200,1.906,72.040,0.000,1.200,2.000,70.000,0,0,0,0,0.019,0.096,-2.040,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.582,3.111,-0.020,1.191,1.906,72.044,0.000,1.200,2.000,70.000,0,0,0,0,0.022,0.097,-2.044,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.633,3.162,-0.022,1.185,1.906,72.088,0.000,1.200,2.000,70.000,0,0,0,0,0.027,0.098,-2.088,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.738,3.267,-0.014,1.179,1.909,72.015,0.000,1.200,2.000,70.000,0,0,0,0,0.026,0.095,-2.015,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.769,3.298,-0.015,1.168,1.905,72.052,0.000,1.200,2.000,70.000,0,0,0,0,0.035,0.101,-2.052,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.822,3.351,-0.018,1.159,1.905,72.097,0.000,1.200,2.000,70.000,0,0,0,0,0.044,0.104,-2.097,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.870,3.399,-0.017,1.154,1.908,72.081,0.000,1.200,2.000,70.000,0,0,0,0,0.049,0.104,-2.081,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858307.922,3.451,-0.020,1.149,1.906,72.113,0.000,1.200,2.000,70.000,0,0,0,0,0.055,0.109,-2.113,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.032,3.561,-0.018,1.147,1.906,72.092,0.000,1.200,2.000,70.000,0,0,0,0,0.056,0.109,-2.092,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.062,3.591,-0.018,1.143,1.904,72.081,0.000,1.200,2.000,70.000,0,0,0,0,0.060,0.114,-2.081,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.116,3.645,-0.020,1.141,1.908,72.103,0.000,1.200,2.000,70.000,0,0,0,0,0.062,0.111,-2.103,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.167,3.696,-0.021,1.141,1.908,72.109,0.000,1.200,2.000,70.000,0,0,0,0,0.063,0.111,-2.109,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.220,3.750,-0.019,1.140,1.906,72.084,0.000,1.200,2.000,70.000,0,0,0,0,0.063,0.113,-2.084,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.334,3.863,-0.017,1.140,1.905,72.046,0.000,1.200,2.000,70.000,0,0,0,0,0.062,0.114,-2.046,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.368,3.897,-0.021,1.140,1.907,72.088,0.000,1.200,2.000,70.000,0,0,0,0,0.063,0.113,-2.088,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.419,3.948,-0.021,1.140,1.907,72.080,0.000,1.200,2.000,70.000,0,0,0,0,0.064,0.113,-2.080,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.470,3.999,-0.017,1.140,1.906,72.008,0.000,1.200,2.000,70.000,0,0,0,0,0.062,0.113,-2.008,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.518,4.047,-0.019,1.140,1.903,72.028,0.000,1.200,2.000,70.000,0,0,0,0,0.063,0.115,-2.028,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.629,4.158,-0.021,1.141,1.904,72.048,0.000,1.200,2.000,70.000,0,0,0,0,0.062,0.114,-2.048,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.662,4.191,-0.020,1.143,1.903,72.016,0.000,1.200,2.000,70.000,0,0,0,0,0.061,0.114,-2.016,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.714,4.243,-0.023,1.143,1.902,72.047,0.000,1.200,2.000,70.000,0,0,0,0,0.061,0.115,-2.047,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.764,4.293,-0.019,1.145,1.901,72.001,0.000,1.200,2.000,70.000,0,0,0,0,0.058,0.114,-2.001,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.814,4.343,-0.018,1.146,1.901,71.985,0.000,1.200,2.000,70.000,0,0,0,0,0.057,0.114,-1.985,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.930,4.459,-0.014,1.148,1.901,71.926,0.000,1.200,2.000,70.000,0,0,0,0,0.053,0.113,-1.926,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858308.962,4.491,-0.018,1.150,1.900,71.957,0.000,1.200,2.000,70.000,0,0,0,0,0.054,0.114,-1.957,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858309.014,4.544,-0.020,1.151,1.899,71.973,0.000,1.200,2.000,70.000,0,0,0,0,0.053,0.114,-1.973,0,false,false,false,supervision_stop,11,kalman(weighted_average)
1788858309.062,4.591,-0.023,1.151,1.896,71.998,0.000,1.200,2.000,70.000,0,0,0,0,0.054,0.117,-1.998,0,false,false,false,supervision_stop,11,kalman(weighted_average)
