epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2;lr/pg3;lr/pg4;lr/pg5;lr/pg6;lr/pg7
118;19500,400;1,00734;0,61478;0,00593;0,91581;0,88872;0,94019;0,67388;1,08462;0,46871;0,00739;0,01841700;0,00613900;0,01841700;0,00613900;0,01841700;0,00613900;0,01841700;0,00613900
119;19779,600;0,99778;0,61468;0,00585;0,90744;0,89669;0,94029;0,67401;1,08385;0,46958;0,00738;0,01831800;0,00610600;0,01831800;0,00610600;0,01831800;0,00610600;0,01831800;0,00610600
120;20057,700;0,99601;0,60964;0,00580;0,91039;0,89131;0,94061;0,67450;1,08253;0,46835;0,00737;0,01821900;0,00607300;0,01821900;0,00607300;0,01821900;0,00607300;0,01821900;0,00607300
121;20336,900;0,99282;0,60410;0,00583;0,91496;0,88974;0,94091;0,67520;1,08158;0,46646;0,00736;0,01812000;0,00604000;0,01812000;0,00604000;0,01812000;0,00604000;0,01812000;0,00604000
122;20617,200;0,99418;0,60877;0,00579;0,91296;0,89095;0,94085;0,67562;1,08137;0,46487;0,00736;0,01802100;0,00600700;0,01802100;0,00600700;0,01802100;0,00600700;0,01802100;0,00600700
123;20896,600;0,99063;0,60537;0,00576;0,91562;0,88957;0,94110;0,67564;1,08090;0,46369;0,00736;0,01792200;0,00597400;0,01792200;0,00597400;0,01792200;0,00597400;0,01792200;0,00597400
124;21175,900;0,99109;0,60023;0,00577;0,91583;0,89166;0,94103;0,67587;1,08029;0,46350;0,00735;0,01782300;0,00594100;0,01782300;0,00594100;0,01782300;0,00594100;0,01782300;0,00594100
125;21454,300;0,98913;0,59851;0,00582;0,91336;0,89349;0,94121;0,67620;1,07900;0,46484;0,00734;0,01772400;0,00590800;0,01772400;0,00590800;0,01772400;0,00590800;0,01772400;0,00590800
126;21732,900;0,98422;0,59536;0,00580;0,91377;0,89284;0,94116;0,67670;1,07811;0,46469;0,00734;0,01762500;0,00587500;0,01762500;0,00587500;0,01762500;0,00587500;0,01762500;0,00587500
127;22011,200;0,98165;0,59501;0,00575;0,91543;0,89354;0,94110;0,67706;1,07792;0,46403;0,00733;0,01752600;0,00584200;0,01752600;0,00584200;0,01752600;0,00584200;0,01752600;0,00584200
128;22290,500;0,98173;0,59172;0,00573;0,91517;0,89214;0,94117;0,67737;1,07621;0,46229;0,00732;0,01742700;0,00580900;0,01742700;0,00580900;0,01742700;0,00580900;0,01742700;0,00580900
129;22570,700;0,98401;0,59243;0,00573;0,91551;0,88995;0,94097;0,67762;1,07615;0,46176;0,00732;0,01732800;0,00577600;0,01732800;0,00577600;0,01732800;0,00577600;0,01732800;0,00577600
130;22849,900;0,97872;0,58728;0,00572;0,91518;0,89045;0,94102;0,67785;1,07502;0,46041;0,00732;0,01722900;0,00574300;0,01722900;0,00574300;0,01722900;0,00574300;0,01722900;0,00574300
131;23128,000;0,97871;0,59153;0,00570;0,91865;0,88700;0,94093;0,67802;1,07447;0,45950;0,00731;0,01713000;0,00571000;0,01713000;0,00571000;0,01713000;0,00571000;0,01713000;0,00571000
132;23406,200;0,97061;0,58062;0,00565;0,91085;0,89728;0,94097;0,67818;1,07371;0,45975;0,00731;0,01703100;0,00567700;0,01703100;0,00567700;0,01703100;0,00567700;0,01703100;0,00567700
133;23685,300;0,96880;0,58269;0,00565;0,91892;0,88752;0,94134;0,67852;1,07281;0,45964;0,00730;0,01693200;0,00564400;0,01693200;0,00564400;0,01693200;0,00564400;0,01693200;0,00564400
134;23964,200;0,97035;0,57941;0,00566;0,91945;0,88790;0,94137;0,67864;1,07217;0,45898;0,00729;0,01683300;0,00561100;0,01683300;0,00561100;0,01683300;0,00561100;0,01683300;0,00561100
135;24243,000;0,96577;0,57524;0,00564;0,92190;0,88559;0,94162;0,67880;1,07155;0,45978;0,00729;0,01673400;0,00557800;0,01673400;0,00557800;0,01673400;0,00557800;0,01673400;0,00557800
136;24521,800;0,96718;0,57882;0,00562;0,91026;0,89649;0,94177;0,67912;1,07038;0,45984;0,00728;0,01663500;0,00554500;0,01663500;0,00554500;0,01663500;0,00554500;0,01663500;0,00554500
137;24800,700;0,96599;0,58264;0,00561;0,91734;0,88790;0,94179;0,67914;1,06966;0,45879;0,00727;0,01653600;0,00551200;0,01653600;0,00551200;0,01653600;0,00551200;0,01653600;0,00551200
138;25079,000;0,96360;0,57753;0,00564;0,91678;0,88804;0,94193;0,67949;1,06893;0,45842;0,00727;0,01643700;0,00547900;0,01643700;0,00547900;0,01643700;0,00547900;0,01643700;0,00547900
139;25357,500;0,95954;0,57757;0,00561;0,92348;0,88392;0,94183;0,67947;1,06819;0,45902;0,00726;0,01633800;0,00544600;0,01633800;0,00544600;0,01633800;0,00544600;0,01633800;0,00544600
140;25636,400;0,95854;0,57258;0,00556;0,92096;0,88512;0,94204;0,68049;1,06663;0,45940;0,00725;0,01623900;0,00541300;0,01623900;0,00541300;0,01623900;0,00541300;0,01623900;0,00541300
141;25915,800;0,95608;0,57236;0,00552;0,92370;0,88324;0,94236;0,68076;1,06599;0,45780;0,00724;0,01614000;0,00538000;0,01614000;0,00538000;0,01614000;0,00538000;0,01614000;0,00538000
142;26195,900;0,95672;0,57397;0,00555;0,91709;0,89035;0,94258;0,68076;1,06576;0,45607;0,00724;0,01604100;0,00534700;0,01604100;0,00534700;0,01604100;0,00534700;0,01604100;0,00534700
143;26475,300;0,95795;0,57064;0,00556;0,91739;0,89218;0,94216;0,68089;1,06543;0,45508;0,00723;0,01594200;0,00531400;0,01594200;0,00531400;0,01594200;0,00531400;0,01594200;0,00531400
144;26753,800;0,95280;0,56628;0,00548;0,91721;0,89067;0,94201;0,68118;1,06537;0,45401;0,00723;0,01584300;0,00528100;0,01584300;0,00528100;0,01584300;0,00528100;0,01584300;0,00528100
145;27033,000;0,94853;0,56278;0,00548;0,91893;0,89067;0,94264;0,68103;1,06406;0,45454;0,00723;0,01574400;0,00524800;0,01574400;0,00524800;0,01574400;0,00524800;0,01574400;0,00524800
146;27313,200;0,95261;0,56156;0,00549;0,91693;0,89307;0,94232;0,68040;1,06328;0,45514;0,00722;0,01564500;0,00521500;0,01564500;0,00521500;0,01564500;0,00521500;0,01564500;0,00521500
147;27592,000;0,94565;0,55843;0,00542;0,91833;0,89193;0,94232;0,68031;1,06265;0,45571;0,00721;0,01554600;0,00518200;0,01554600;0,00518200;0,01554600;0,00518200;0,01554600;0,00518200
148;27871,900;0,94127;0,55608;0,00545;0,91591;0,89489;0,94287;0,68092;1,06117;0,45561;0,00720;0,01544700;0,00514900;0,01544700;0,00514900;0,01544700;0,00514900;0,01544700;0,00514900
149;28150,800;0,94089;0,55581;0,00545;0,91034;0,89798;0,94266;0,68082;1,06038;0,45653;0,00720;0,01534800;0,00511600;0,01534800;0,00511600;0,01534800;0,00511600;0,01534800;0,00511600
150;28429,900;0,93793;0,54903;0,00542;0,91191;0,89700;0,94238;0,68035;1,06008;0,46075;0,00719;0,01524900;0,00508300;0,01524900;0,00508300;0,01524900;0,00508300;0,01524900;0,00508300
151;28708,400;0,93346;0,54837;0,00542;0,91087;0,89616;0,94225;0,68062;1,05832;0,46396;0,00718;0,01515000;0,00505000;0,01515000;0,00505000;0,01515000;0,00505000;0,01515000;0,00505000
152;28987,100;0,93964;0,55225;0,00535;0,90766;0,89711;0,94230;0,68072;1,05760;0,46672;0,00718;0,01505100;0,00501700;0,01505100;0,00501700;0,01505100;0,00501700;0,01505100;0,00501700
153;29266,500;0,93386;0,54916;0,00540;0,90538;0,89613;0,94178;0,68053;1,05659;0,47170;0,00717;0,01495200;0,00498400;0,01495200;0,00498400;0,01495200;0,00498400;0,01495200;0,00498400
154;29545,200;0,93445;0,54726;0,00538;0,90491;0,89498;0,94172;0,68074;1,05615;0,47603;0,00716;0,01485300;0,00495100;0,01485300;0,00495100;0,01485300;0,00495100;0,01485300;0,00495100
155;29824,900;0,93254;0,54573;0,00538;0,89920;0,89702;0,94149;0,68106;1,05618;0,47652;0,00716;0,01475400;0,00491800;0,01475400;0,00491800;0,01475400;0,00491800;0,01475400;0,00491800
156;30103,000;0,92978;0,55072;0,00536;0,90581;0,89161;0,94191;0,68110;1,05499;0,47735;0,00715;0,01465500;0,00488500;0,01465500;0,00488500;0,01465500;0,00488500;0,01465500;0,00488500
157;30382,800;0,93058;0,55237;0,00536;0,90913;0,89278;0,94261;0,68188;1,05419;0,47395;0,00714;0,01455600;0,00485200;0,01455600;0,00485200;0,01455600;0,00485200;0,01455600;0,00485200
158;30661,600;0,92418;0,54467;0,00537;0,90828;0,89670;0,94324;0,68282;1,05373;0,46815;0,00713;0,01445700;0,00481900;0,01445700;0,00481900;0,01445700;0,00481900;0,01445700;0,00481900
159;30941,100;0,92631;0,54276;0,00531;0,90873;0,89870;0,94348;0,68311;1,05309;0,46271;0,00712;0,01435800;0,00478600;0,01435800;0,00478600;0,01435800;0,00478600;0,01435800;0,00478600
160;31220,200;0,92293;0,53935;0,00530;0,90998;0,90080;0,94399;0,68447;1,05241;0,45819;0,00712;0,01425900;0,00475300;0,01425900;0,00475300;0,01425900;0,00475300;0,01425900;0,00475300
161;31499,200;0,91523;0,53517;0,00528;0,91008;0,90081;0,94424;0,68492;1,05196;0,45540;0,00712;0,01416000;0,00472000;0,01416000;0,00472000;0,01416000;0,00472000;0,01416000;0,00472000
162;31778,500;0,91649;0,53303;0,00523;0,91366;0,90014;0,94444;0,68554;1,05157;0,45418;0,00712;0,01406100;0,00468700;0,01406100;0,00468700;0,01406100;0,00468700;0,01406100;0,00468700
163;32056,700;0,91419;0,52991;0,00526;0,91451;0,89978;0,94457;0,68583;1,05106;0,45291;0,00711;0,01396200;0,00465400;0,01396200;0,00465400;0,01396200;0,00465400;0,01396200;0,00465400
164;32335,600;0,91278;0,52904;0,00522;0,90820;0,90473;0,94503;0,68642;1,05067;0,45123;0,00710;0,01386300;0,00462100;0,01386300;0,00462100;0,01386300;0,00462100;0,01386300;0,00462100
165;32614,700;0,90859;0,52694;0,00528;0,90662;0,90442;0,94525;0,68706;1,04995;0,45113;0,00709;0,01376400;0,00458800;0,01376400;0,00458800;0,01376400;0,00458800;0,01376400;0,00458800
166;32893,400;0,91513;0,53294;0,00518;0,90830;0,90256;0,94499;0,68731;1,04887;0,45159;0,00709;0,01366500;0,00455500;0,01366500;0,00455500;0,01366500;0,00455500;0,01366500;0,00455500
167;33172,300;0,90916;0,52911;0,00523;0,90805;0,90343;0,94518;0,68754;1,04863;0,45015;0,00709;0,01356600;0,00452200;0,01356600;0,00452200;0,01356600;0,00452200;0,01356600;0,00452200
168;33451,800;0,90316;0,52414;0,00515;0,90835;0,90183;0,94577;0,68853;1,04862;0,44878;0,00709;0,01346700;0,00448900;0,01346700;0,00448900;0,01346700;0,00448900;0,01346700;0,00448900
169;33730,100;0,90683;0,52031;0,00515;0,90388;0,90769;0,94594;0,68888;1,04777;0,44868;0,00709;0,01336800;0,00445600;0,01336800;0,00445600;0,01336800;0,00445600;0,01336800;0,00445600
170;34008,700;0,90198;0,51923;0,00512;0,90581;0,90339;0,94598;0,68941;1,04678;0,44847;0,00708;0,01326900;0,00442300;0,01326900;0,00442300;0,01326900;0,00442300;0,01326900;0,00442300
171;34288,400;0,90037;0,52332;0,00517;0,90854;0,90272;0,94521;0,68994;1,04627;0,44747;0,00708;0,01317000;0,00439000;0,01317000;0,00439000;0,01317000;0,00439000;0,01317000;0,00439000
172;34566,400;0,89609;0,51789;0,00515;0,91235;0,90222;0,94539;0,69005;1,04574;0,44604;0,00708;0,01307100;0,00435700;0,01307100;0,00435700;0,01307100;0,00435700;0,01307100;0,00435700
173;34845,600;0,89966;0,52145;0,00512;0,91399;0,89991;0,94531;0,69007;1,04501;0,44661;0,00707;0,01297200;0,00432400;0,01297200;0,00432400;0,01297200;0,00432400;0,01297200;0,00432400
174;35124,200;0,89432;0,51854;0,00511;0,91517;0,89655;0,94554;0,69010;1,04419;0,44458;0,00707;0,01287300;0,00429100;0,01287300;0,00429100;0,01287300;0,00429100;0,01287300;0,00429100
175;35402,400;0,89014;0,52031;0,00507;0,91251;0,90050;0,94563;0,69049;1,04268;0,44531;0,00706;0,01277400;0,00425800;0,01277400;0,00425800;0,01277400;0,00425800;0,01277400;0,00425800
176;35680,100;0,89592;0,51882;0,00504;0,91536;0,90038;0,94575;0,69097;1,04288;0,44242;0,00706;0,01267500;0,00422500;0,01267500;0,00422500;0,01267500;0,00422500;0,01267500;0,00422500
177;35959,600;0,89282;0,51512;0,00505;0,91686;0,89933;0,94582;0,69133;1,04152;0,44461;0,00704;0,01257600;0,00419200;0,01257600;0,00419200;0,01257600;0,00419200;0,01257600;0,00419200
178;36239,000;0,89067;0,51565;0,00508;0,91587;0,89801;0,94603;0,69221;1,04143;0,44360;0,00704;0,01247700;0,00415900;0,01247700;0,00415900;0,01247700;0,00415900;0,01247700;0,00415900
179;36519,000;0,88952;0,51044;0,00503;0,91789;0,89740;0,94668;0,69272;1,04046;0,44368;0,00703;0,01237800;0,00412600;0,01237800;0,00412600;0,01237800;0,00412600;0,01237800;0,00412600
180;36797,700;0,88134;0,50343;0,00502;0,92162;0,89452;0,94657;0,69288;1,04068;0,44117;0,00704;0,01227900;0,00409300;0,01227900;0,00409300;0,01227900;0,00409300;0,01227900;0,00409300
181;37077,400;0,88117;0,50928;0,00505;0,92047;0,89554;0,94700;0,69321;1,03998;0,44001;0,00704;0,01218000;0,00406000;0,01218000;0,00406000;0,01218000;0,00406000;0,01218000;0,00406000
182;37355,900;0,88296;0,50733;0,00499;0,92206;0,89440;0,94721;0,69329;1,03877;0,43990;0,00703;0,01208100;0,00402700;0,01208100;0,00402700;0,01208100;0,00402700;0,01208100;0,00402700
183;37635,000;0,87815;0,50361;0,00501;0,92113;0,89734;0,94722;0,69340;1,03828;0,43846;0,00702;0,01198200;0,00399400;0,01198200;0,00399400;0,01198200;0,00399400;0,01198200;0,00399400
184;37914,200;0,87469;0,50169;0,00499;0,92422;0,89295;0,94763;0,69414;1,03725;0,43863;0,00702;0,01188300;0,00396100;0,01188300;0,00396100;0,01188300;0,00396100;0,01188300;0,00396100
185;38192,900;0,87924;0,50611;0,00495;0,92504;0,89082;0,94749;0,69473;1,03576;0,43979;0,00700;0,01178400;0,00392800;0,01178400;0,00392800;0,01178400;0,00392800;0,01178400;0,00392800
186;38472,500;0,87764;0,50084;0,00494;0,91846;0,89680;0,94770;0,69542;1,03522;0,43904;0,00700;0,01168500;0,00389500;0,01168500;0,00389500;0,01168500;0,00389500;0,01168500;0,00389500
187;38750,800;0,86892;0,49616;0,00491;0,92400;0,89070;0,94767;0,69540;1,03439;0,43828;0,00699;0,01158600;0,00386200;0,01158600;0,00386200;0,01158600;0,00386200;0,01158600;0,00386200
188;39030,300;0,86823;0,49922;0,00491;0,91569;0,90207;0,94808;0,69587;1,03375;0,43777;0,00699;0,01148700;0,00382900;0,01148700;0,00382900;0,01148700;0,00382900;0,01148700;0,00382900
189;39308,800;0,86706;0,49413;0,00487;0,92537;0,89151;0,94795;0,69588;1,03304;0,43753;0,00698;0,01138800;0,00379600;0,01138800;0,00379600;0,01138800;0,00379600;0,01138800;0,00379600
190;39588,300;0,86282;0,48972;0,00484;0,92969;0,88936;0,94779;0,69559;1,03191;0,43745;0,00698;0,01128900;0,00376300;0,01128900;0,00376300;0,01128900;0,00376300;0,01128900;0,00376300
191;39867,700;0,86324;0,48992;0,00490;0,91597;0,90148;0,94777;0,69590;1,03089;0,43759;0,00697;0,01119000;0,00373000;0,01119000;0,00373000;0,01119000;0,00373000;0,01119000;0,00373000
192;40145,600;0,86228;0,49308;0,00482;0,91466;0,90161;0,94761;0,69624;1,03075;0,43767;0,00697;0,01109100;0,00369700;0,01109100;0,00369700;0,01109100;0,00369700;0,01109100;0,00369700
193;40424,100;0,85791;0,48631;0,00483;0,91641;0,90227;0,94774;0,69701;1,02993;0,43695;0,00696;0,01099200;0,00366400;0,01099200;0,00366400;0,01099200;0,00366400;0,01099200;0,00366400
194;40701,900;0,85644;0,48454;0,00483;0,92056;0,90008;0,94764;0,69769;1,02972;0,43835;0,00695;0,01089300;0,00363100;0,01089300;0,00363100;0,01089300;0,00363100;0,01089300;0,00363100
195;40981,000;0,85003;0,48259;0,00477;0,92282;0,89865;0,94806;0,69828;1,02924;0,43754;0,00695;0,01079400;0,00359800;0,01079400;0,00359800;0,01079400;0,00359800;0,01079400;0,00359800
196;41259,500;0,85195;0,47872;0,00475;0,92321;0,89898;0,94811;0,69875;1,02877;0,43726;0,00694;0,01069500;0,00356500;0,01069500;0,00356500;0,01069500;0,00356500;0,01069500;0,00356500
197;41538,300;0,85065;0,48074;0,00479;0,92072;0,90069;0,94822;0,69907;1,02807;0,43694;0,00694;0,01059600;0,00353200;0,01059600;0,00353200;0,01059600;0,00353200;0,01059600;0,00353200
198;41817,700;0,84905;0,48370;0,00476;0,92352;0,89769;0,94802;0,69928;1,02758;0,43657;0,00693;0,01049700;0,00349900;0,01049700;0,00349900;0,01049700;0,00349900;0,01049700;0,00349900
199;42096,000;0,84295;0,47521;0,00475;0,92362;0,89714;0,94750;0,69937;1,02690;0,43713;0,00693;0,01039800;0,00346600;0,01039800;0,00346600;0,01039800;0,00346600;0,01039800;0,00346600
200;42374,600;0,84459;0,48111;0,00471;0,92145;0,89776;0,94772;0,69989;1,02629;0,43549;0,00693;0,01029900;0,00343300;0,01029900;0,00343300;0,01029900;0,00343300;0,01029900;0,00343300
201;42653,300;0,84319;0,47688;0,00474;0,91749;0,90263;0,94787;0,70017;1,02511;0,43696;0,00692;0,01020000;0,00340000;0,01020000;0,00340000;0,01020000;0,00340000;0,01020000;0,00340000
202;42932,700;0,83950;0,47655;0,00476;0,92319;0,89699;0,94767;0,70018;1,02523;0,43549;0,00692;0,01010100;0,00336700;0,01010100;0,00336700;0,01010100;0,00336700;0,01010100;0,00336700
203;43211,800;0,83880;0,47162;0,00469;0,92314;0,89602;0,94783;0,70039;1,02472;0,43567;0,00690;0,01000200;0,00333400;0,01000200;0,00333400;0,01000200;0,00333400;0,01000200;0,00333400
204;43490,900;0,83063;0,46719;0,00464;0,91831;0,90210;0,94780;0,70077;1,02381;0,43654;0,00688;0,00990300;0,00330100;0,00990300;0,00330100;0,00990300;0,00330100;0,00990300;0,00330100
205;43769,400;0,83385;0,47029;0,00464;0,91863;0,90182;0,94791;0,70110;1,02305;0,43636;0,00688;0,00980400;0,00326800;0,00980400;0,00326800;0,00980400;0,00326800;0,00980400;0,00326800
206;44048,100;0,82968;0,46561;0,00461;0,91898;0,90244;0,94836;0,70195;1,02275;0,43527;0,00688;0,00970500;0,00323500;0,00970500;0,00323500;0,00970500;0,00323500;0,00970500;0,00323500
207;44327,700;0,83458;0,46717;0,00462;0,92237;0,89831;0,94893;0,70255;1,02224;0,43470;0,00688;0,00960600;0,00320200;0,00960600;0,00320200;0,00960600;0,00320200;0,00960600;0,00320200
208;44607,000;0,83024;0,46543;0,00461;0,92332;0,89954;0,94894;0,70301;1,02188;0,43333;0,00688;0,00950700;0,00316900;0,00950700;0,00316900;0,00950700;0,00316900;0,00950700;0,00316900
209;44886,300;0,82820;0,46326;0,00462;0,92099;0,90192;0,94920;0,70294;1,02109;0,43337;0,00688;0,00940800;0,00313600;0,00940800;0,00313600;0,00940800;0,00313600;0,00940800;0,00313600
210;45165,300;0,82359;0,46357;0,00457;0,92309;0,90052;0,94934;0,70343;1,02052;0,43278;0,00687;0,00930900;0,00310300;0,00930900;0,00310300;0,00930900;0,00310300;0,00930900;0,00310300
211;45444,200;0,82280;0,46759;0,00455;0,92713;0,89560;0,94930;0,70357;1,01958;0,43283;0,00687;0,00921000;0,00307000;0,00921000;0,00307000;0,00921000;0,00307000;0,00921000;0,00307000
212;45722,600;0,81875;0,45989;0,00456;0,92820;0,89507;0,94931;0,70413;1,01847;0,43129;0,00686;0,00911100;0,00303700;0,00911100;0,00303700;0,00911100;0,00303700;0,00911100;0,00303700
213;46002,000;0,81668;0,45625;0,00453;0,92724;0,89663;0,94966;0,70441;1,01808;0,43118;0,00685;0,00901200;0,00300400;0,00901200;0,00300400;0,00901200;0,00300400;0,00901200;0,00300400
214;46281,000;0,81390;0,45702;0,00459;0,92905;0,89595;0,94981;0,70424;1,01790;0,43024;0,00684;0,00891300;0,00297100;0,00891300;0,00297100;0,00891300;0,00297100;0,00891300;0,00297100
215;46559,300;0,81173;0,45359;0,00449;0,93239;0,89274;0,94983;0,70461;1,01694;0,42916;0,00684;0,00881400;0,00293800;0,00881400;0,00293800;0,00881400;0,00293800;0,00881400;0,00293800
216;46837,200;0,81016;0,45289;0,00450;0,93554;0,89027;0,95000;0,70534;1,01632;0,42849;0,00683;0,00871500;0,00290500;0,00871500;0,00290500;0,00871500;0,00290500;0,00871500;0,00290500
217;47116,100;0,80596;0,45070;0,00450;0,93731;0,88946;0,95018;0,70534;1,01615;0,42753;0,00682;0,00861600;0,00287200;0,00861600;0,00287200;0,00861600;0,00287200;0,00861600;0,00287200
218;47394,400;0,80483;0,44856;0,00445;0,93727;0,89193;0,95031;0,70606;1,01575;0,42683;0,00682;0,00851700;0,00283900;0,00851700;0,00283900;0,00851700;0,00283900;0,00851700;0,00283900
219;47673,900;0,80654;0,45714;0,00451;0,93785;0,89014;0,95069;0,70624;1,01490;0,42602;0,00682;0,00841800;0,00280600;0,00841800;0,00280600;0,00841800;0,00280600;0,00841800;0,00280600
220;47953,900;0,80357;0,45372;0,00441;0,93432;0,89376;0,95087;0,70659;1,01472;0,42531;0,00682;0,00831900;0,00277300;0,00831900;0,00277300;0,00831900;0,00277300;0,00831900;0,00277300
221;48233,000;0,80562;0,45431;0,00444;0,93429;0,89352;0,95061;0,70667;1,01454;0,42640;0,00681;0,00822000;0,00274000;0,00822000;0,00274000;0,00822000;0,00274000;0,00822000;0,00274000
222;48513,800;0,79497;0,44485;0,00443;0,93571;0,89370;0,95080;0,70715;1,01385;0,42636;0,00681;0,00812100;0,00270700;0,00812100;0,00270700;0,00812100;0,00270700;0,00812100;0,00270700
223;48793,000;0,80028;0,44715;0,00444;0,93456;0,89336;0,95088;0,70732;1,01362;0,42646;0,00681;0,00802200;0,00267400;0,00802200;0,00267400;0,00802200;0,00267400;0,00802200;0,00267400
224;49071,700;0,79521;0,44593;0,00441;0,93381;0,89553;0,95099;0,70779;1,01302;0,42727;0,00681;0,00792300;0,00264100;0,00792300;0,00264100;0,00792300;0,00264100;0,00792300;0,00264100
225;49351,100;0,79250;0,44376;0,00437;0,93009;0,89738;0,95103;0,70792;1,01275;0,42723;0,00681;0,00782400;0,00260800;0,00782400;0,00260800;0,00782400;0,00260800;0,00782400;0,00260800
226;49631,600;0,78664;0,43821;0,00434;0,92640;0,90029;0,95097;0,70831;1,01283;0,42727;0,00680;0,00772500;0,00257500;0,00772500;0,00257500;0,00772500;0,00257500;0,00772500;0,00257500
227;49910,000;0,78773;0,43856;0,00434;0,92799;0,89966;0,95098;0,70885;1,01185;0,42709;0,00679;0,00762600;0,00254200;0,00762600;0,00254200;0,00762600;0,00254200;0,00762600;0,00254200
228;50189,500;0,78372;0,43274;0,00434;0,92688;0,90102;0,95103;0,70954;1,01164;0,42732;0,00679;0,00752700;0,00250900;0,00752700;0,00250900;0,00752700;0,00250900;0,00752700;0,00250900
229;50469,100;0,78638;0,43355;0,00431;0,92718;0,90058;0,95120;0,70961;1,01140;0,42758;0,00679;0,00742800;0,00247600;0,00742800;0,00247600;0,00742800;0,00247600;0,00742800;0,00247600
230;50748,200;0,78145;0,43039;0,00430;0,92697;0,89941;0,95118;0,70973;1,01066;0,42659;0,00678;0,00732900;0,00244300;0,00732900;0,00244300;0,00732900;0,00244300;0,00732900;0,00244300
231;51028,300;0,78087;0,43551;0,00425;0,92801;0,90047;0,95172;0,71021;1,00963;0,42720;0,00678;0,00723000;0,00241000;0,00723000;0,00241000;0,00723000;0,00241000;0,00723000;0,00241000
232;51307,400;0,78126;0,43644;0,00429;0,92738;0,90083;0,95137;0,71024;1,00954;0,42620;0,00678;0,00713100;0,00237700;0,00713100;0,00237700;0,00713100;0,00237700;0,00713100;0,00237700
233;51586,900;0,77694;0,42851;0,00429;0,92599;0,90343;0,95130;0,71011;1,00869;0,42731;0,00677;0,00703200;0,00234400;0,00703200;0,00234400;0,00703200;0,00234400;0,00703200;0,00234400
234;51866,300;0,77340;0,42957;0,00426;0,92841;0,89958;0,95131;0,70997;1,00854;0,42621;0,00677;0,00693300;0,00231100;0,00693300;0,00231100;0,00693300;0,00231100;0,00693300;0,00231100
235;52145,000;0,76849;0,42926;0,00424;0,92681;0,90192;0,95136;0,71055;1,00849;0,42619;0,00677;0,00683400;0,00227800;0,00683400;0,00227800;0,00683400;0,00227800;0,00683400;0,00227800
236;52422,800;0,76372;0,42205;0,00422;0,92652;0,90098;0,95110;0,71076;1,00739;0,42779;0,00676;0,00673500;0,00224500;0,00673500;0,00224500;0,00673500;0,00224500;0,00673500;0,00224500
237;52701,200;0,76841;0,42432;0,00421;0,92370;0,90417;0,95142;0,71097;1,00752;0,42725;0,00676;0,00663600;0,00221200;0,00663600;0,00221200;0,00663600;0,00221200;0,00663600;0,00221200
238;52982,500;0,76568;0,42157;0,00415;0,92652;0,90059;0,95115;0,71119;1,00706;0,42813;0,00675;0,00653700;0,00217900;0,00653700;0,00217900;0,00653700;0,00217900;0,00653700;0,00217900
239;53262,500;0,76158;0,42454;0,00417;0,92314;0,90281;0,95129;0,71115;1,00650;0,42790;0,00675;0,00643800;0,00214600;0,00643800;0,00214600;0,00643800;0,00214600;0,00643800;0,00214600
240;53542,400;0,76672;0,42245;0,00417;0,92502;0,90200;0,95144;0,71157;1,00615;0,42846;0,00674;0,00633900;0,00211300;0,00633900;0,00211300;0,00633900;0,00211300;0,00633900;0,00211300
241;53822,100;0,76115;0,41706;0,00412;0,92551;0,90165;0,95130;0,71191;1,00606;0,42768;0,00674;0,00624000;0,00208000;0,00624000;0,00208000;0,00624000;0,00208000;0,00624000;0,00208000
242;54101,500;0,75891;0,41797;0,00415;0,92612;0,90187;0,95127;0,71236;1,00574;0,42691;0,00674;0,00614100;0,00204700;0,00614100;0,00204700;0,00614100;0,00204700;0,00614100;0,00204700
243;54380,500;0,75650;0,41244;0,00408;0,93023;0,89868;0,95121;0,71274;1,00499;0,42586;0,00673;0,00604200;0,00201400;0,00604200;0,00201400;0,00604200;0,00201400;0,00604200;0,00201400
244;54660,600;0,75137;0,41639;0,00410;0,92735;0,90077;0,95125;0,71317;1,00459;0,42551;0,00673;0,00594300;0,00198100;0,00594300;0,00198100;0,00594300;0,00198100;0,00594300;0,00198100
245;54942,000;0,75076;0,41536;0,00406;0,92729;0,90107;0,95114;0,71353;1,00469;0,42605;0,00672;0,00584400;0,00194800;0,00584400;0,00194800;0,00584400;0,00194800;0,00584400;0,00194800
246;55223,800;0,74865;0,41063;0,00406;0,92564;0,90068;0,95143;0,71368;1,00420;0,42723;0,00672;0,00574500;0,00191500;0,00574500;0,00191500;0,00574500;0,00191500;0,00574500;0,00191500
247;55512,900;0,75140;0,41169;0,00403;0,92790;0,90031;0,95121;0,71403;1,00415;0,42667;0,00672;0,00564600;0,00188200;0,00564600;0,00188200;0,00564600;0,00188200;0,00564600;0,00188200
248;55792,300;0,74703;0,40861;0,00403;0,92944;0,90074;0,95145;0,71398;1,00358;0,42663;0,00671;0,00554700;0,00184900;0,00554700;0,00184900;0,00554700;0,00184900;0,00554700;0,00184900
