# =============================================================================
# LOG MISSIONE AUTOPILOTA APRILTAG
# =============================================================================
# Descrizione: campioni registrati durante il volo autonomo; include posa stimata, waypoint attivo, distanze dal target, comandi RC e stato della missione.
# Generato il: 2026-09-09 14:31:56
# Formato dati: tabella CSV testuale con separatore ','
# Nota: le righe che iniziano con '#' sono commenti descrittivi.
# Separatore degli ID AprilTag multipli: '|'
#
# Legenda colonne:
# - timestamp_s: timestamp assoluto UNIX del campione [s]
# - tempo_relativo_s: tempo trascorso dal primo campione del file [s]
# - x_mondo_m: coordinata X della posa usata dall'autopilota nel frame mondo [m]
# - y_mondo_m: coordinata Y della posa usata dall'autopilota nel frame mondo [m]
# - z_mondo_m: coordinata Z della posa usata dall'autopilota nel frame mondo [m]
# - yaw_mondo_deg: yaw della posa usata dall'autopilota [deg]
# - waypoint_x_m: coordinata X del waypoint attivo [m]
# - waypoint_y_m: coordinata Y del waypoint attivo [m]
# - waypoint_z_m: coordinata Z del waypoint attivo [m]
# - waypoint_yaw_deg: yaw desiderato del waypoint attivo [deg]
# - comando_lr: comando RC laterale left/right inviato o calcolato dall'autopilota
# - comando_fb: comando RC forward/backward inviato o calcolato dall'autopilota
# - comando_ud: comando RC up/down inviato o calcolato dall'autopilota
# - comando_yaw: comando RC di rotazione yaw inviato o calcolato dall'autopilota
# - distanza_xy_m: distanza planare dal waypoint attivo [m]
# - distanza_3d_m: distanza spaziale dal waypoint attivo [m]
# - errore_yaw_deg: errore di orientamento rispetto al waypoint [deg]
# - indice_waypoint: indice del waypoint attivo nella sequenza
# - waypoint_raggiunto: true se il waypoint è stato considerato raggiunto in quel campione
# - missione_finita: true se la sequenza di waypoint risulta completata
# - fault: true se il controllore segnala una condizione anomala
# - motivo: motivo diagnostico restituito dall'autopilota
# - tag_ids: ID degli AprilTag usati per la stima, separati dal carattere indicato sopra
# - sorgente_posa: descrizione della sorgente della posa usata dall'autopilota
# =============================================================================

timestamp_s,tempo_relativo_s,x_mondo_m,y_mondo_m,z_mondo_m,yaw_mondo_deg,waypoint_x_m,waypoint_y_m,waypoint_z_m,waypoint_yaw_deg,comando_lr,comando_fb,comando_ud,comando_yaw,distanza_xy_m,distanza_3d_m,errore_yaw_deg,indice_waypoint,waypoint_raggiunto,missione_finita,fault,motivo,tag_ids,sorgente_posa
1788956904.175,0.000,0.351,1.091,1.914,92.708,0.000,2.100,2.100,90.000,-15,-18,0,0,1.068,1.084,-2.708,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.207,0.032,0.356,1.088,1.916,92.671,0.000,2.100,2.100,90.000,-15,-18,0,0,1.073,1.089,-2.671,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.257,0.083,0.349,1.086,1.919,92.752,0.000,2.100,2.100,90.000,-15,-18,0,0,1.072,1.088,-2.752,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.309,0.134,0.344,1.088,1.921,92.799,0.000,2.100,2.100,90.000,-15,-18,0,0,1.069,1.084,-2.799,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.358,0.183,0.361,1.087,1.926,92.569,0.000,2.100,2.100,90.000,-16,-18,0,0,1.076,1.089,-2.569,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.466,0.292,0.374,1.083,1.930,92.361,0.000,2.100,2.100,90.000,-17,-18,0,0,1.083,1.096,-2.361,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.500,0.325,0.370,1.089,1.929,92.383,0.000,2.100,2.100,90.000,-16,-18,0,0,1.076,1.090,-2.383,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.550,0.376,0.362,1.091,1.922,92.498,0.000,2.100,2.100,90.000,-16,-18,0,0,1.071,1.086,-2.498,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.600,0.426,0.357,1.094,1.916,92.558,0.000,2.100,2.100,90.000,-16,-18,0,0,1.068,1.084,-2.558,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.652,0.477,0.356,1.095,1.916,92.590,0.000,2.100,2.100,90.000,-16,-18,0,0,1.066,1.082,-2.590,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.760,0.585,0.344,1.093,1.911,92.767,0.000,2.100,2.100,90.000,-15,-18,0,0,1.065,1.081,-2.767,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.793,0.618,0.343,1.091,1.912,92.761,0.000,2.100,2.100,90.000,-15,-18,0,0,1.066,1.082,-2.761,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.842,0.667,0.351,1.093,1.913,92.670,0.000,2.100,2.100,90.000,-15,-18,0,0,1.066,1.083,-2.670,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.896,0.721,0.352,1.097,1.918,92.579,0.000,2.100,2.100,90.000,-15,-18,0,0,1.063,1.079,-2.579,0,false,false,false,tracking,1,kalman(weighted_average)
1788956904.946,0.772,0.337,1.108,1.914,92.698,0.000,2.100,2.100,90.000,-14,-18,0,0,1.047,1.064,-2.698,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.055,0.880,0.340,1.112,1.912,92.609,0.000,2.100,2.100,90.000,-15,-18,0,0,1.045,1.061,-2.609,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.090,0.916,0.321,1.126,1.912,92.659,0.000,2.100,2.100,90.000,-14,-18,0,0,1.026,1.043,-2.659,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.140,0.965,0.321,1.131,1.918,92.525,0.000,2.100,2.100,90.000,-14,-18,0,0,1.020,1.036,-2.525,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.191,1.016,0.307,1.139,1.914,92.587,0.000,2.100,2.100,90.000,-13,-18,0,0,1.009,1.026,-2.587,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.243,1.068,0.295,1.144,1.911,92.628,0.000,2.100,2.100,90.000,-13,-18,0,0,1.001,1.018,-2.628,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.351,1.176,0.294,1.147,1.916,92.570,0.000,2.100,2.100,90.000,-13,-18,0,0,0.997,1.014,-2.570,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.386,1.211,0.270,1.166,1.920,92.660,0.000,2.100,2.100,90.000,-11,-18,0,0,0.972,0.989,-2.660,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.437,1.262,0.248,1.179,1.919,92.789,0.000,2.100,2.100,90.000,-10,-18,0,0,0.954,0.971,-2.789,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.488,1.313,0.242,1.190,1.925,92.792,0.000,2.100,2.100,90.000,-10,-18,0,0,0.941,0.958,-2.792,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.539,1.364,0.237,1.198,1.923,92.716,0.000,2.100,2.100,90.000,-10,-18,0,0,0.932,0.949,-2.716,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.639,1.465,0.215,1.210,1.933,92.879,0.000,2.100,2.100,90.000,-9,-18,0,0,0.916,0.931,-2.879,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.675,1.500,0.199,1.232,1.923,92.862,0.000,2.100,2.100,90.000,-8,-18,0,0,0.890,0.907,-2.862,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.722,1.547,0.185,1.242,1.924,92.890,0.000,2.100,2.100,90.000,-7,-18,0,0,0.878,0.895,-2.890,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.774,1.599,0.161,1.251,1.921,93.071,0.000,2.100,2.100,90.000,-6,-18,0,0,0.865,0.883,-3.071,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.823,1.648,0.163,1.258,1.921,92.955,0.000,2.100,2.100,90.000,-6,-18,0,0,0.858,0.876,-2.955,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.930,1.756,0.158,1.271,1.926,92.854,0.000,2.100,2.100,90.000,-6,-18,0,0,0.844,0.862,-2.854,0,false,false,false,tracking,1,kalman(weighted_average)
1788956905.965,1.791,0.137,1.289,1.924,92.809,0.000,2.100,2.100,90.000,-5,-18,0,0,0.823,0.841,-2.809,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.015,1.840,0.135,1.301,1.929,92.724,0.000,2.100,2.100,90.000,-5,-18,0,0,0.811,0.828,-2.724,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.065,1.890,0.121,1.313,1.925,92.758,0.000,2.100,2.100,90.000,-4,-18,0,0,0.796,0.815,-2.758,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.118,1.944,0.111,1.323,1.926,92.759,0.000,2.100,2.100,90.000,-4,-18,0,0,0.785,0.804,-2.759,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.222,2.047,0.091,1.341,1.922,92.855,0.000,2.100,2.100,90.000,-3,-18,0,0,0.764,0.785,-2.855,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.257,2.082,0.079,1.361,1.933,92.846,0.000,2.100,2.100,90.000,-2,-18,0,0,0.743,0.761,-2.846,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.308,2.133,0.060,1.371,1.931,92.968,0.000,2.100,2.100,90.000,-1,-18,0,0,0.732,0.751,-2.968,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.355,2.181,0.057,1.384,1.924,92.893,0.000,2.100,2.100,90.000,-1,-18,0,0,0.718,0.739,-2.893,0,false,false,false,tracking,1,kalman(weighted_average)
1788956906.410,2.235,0.057,1.396,1.930,92.816,0.000,2.100,2.100,90.000,-1,-18,0,0,0.707,0.727,-2.816,0,false,false,false,tracking,1,kalman(weighted_average)
