# =============================================================================
# LOG MISSIONE AUTOPILOTA APRILTAG
# =============================================================================
# Descrizione: campioni registrati durante il volo autonomo; include posa stimata, waypoint attivo, distanze dal target, comandi RC e stato della missione.
# Generato il: 2026-09-07 09:31:01
# Formato dati: tabella CSV testuale con separatore ','
# Nota: le righe che iniziano con '#' sono commenti descrittivi.
# Separatore degli ID AprilTag multipli: '|'
#
# Legenda colonne:
# - timestamp_s: timestamp assoluto UNIX del campione [s]
# - tempo_relativo_s: tempo trascorso dal primo campione del file [s]
# - x_mondo_m: coordinata X della posa usata dall'autopilota nel frame mondo [m]
# - y_mondo_m: coordinata Y della posa usata dall'autopilota nel frame mondo [m]
# - z_mondo_m: coordinata Z della posa usata dall'autopilota nel frame mondo [m]
# - yaw_mondo_deg: yaw della posa usata dall'autopilota [deg]
# - waypoint_x_m: coordinata X del waypoint attivo [m]
# - waypoint_y_m: coordinata Y del waypoint attivo [m]
# - waypoint_z_m: coordinata Z del waypoint attivo [m]
# - waypoint_yaw_deg: yaw desiderato del waypoint attivo [deg]
# - comando_lr: comando RC laterale left/right inviato o calcolato dall'autopilota
# - comando_fb: comando RC forward/backward inviato o calcolato dall'autopilota
# - comando_ud: comando RC up/down inviato o calcolato dall'autopilota
# - comando_yaw: comando RC di rotazione yaw inviato o calcolato dall'autopilota
# - distanza_xy_m: distanza planare dal waypoint attivo [m]
# - distanza_3d_m: distanza spaziale dal waypoint attivo [m]
# - errore_yaw_deg: errore di orientamento rispetto al waypoint [deg]
# - indice_waypoint: indice del waypoint attivo nella sequenza
# - waypoint_raggiunto: true se il waypoint è stato considerato raggiunto in quel campione
# - missione_finita: true se la sequenza di waypoint risulta completata
# - fault: true se il controllore segnala una condizione anomala
# - motivo: motivo diagnostico restituito dall'autopilota
# - tag_ids: ID degli AprilTag usati per la stima, separati dal carattere indicato sopra
# - sorgente_posa: descrizione della sorgente della posa usata dall'autopilota
# =============================================================================

timestamp_s,tempo_relativo_s,x_mondo_m,y_mondo_m,z_mondo_m,yaw_mondo_deg,waypoint_x_m,waypoint_y_m,waypoint_z_m,waypoint_yaw_deg,comando_lr,comando_fb,comando_ud,comando_yaw,distanza_xy_m,distanza_3d_m,errore_yaw_deg,indice_waypoint,waypoint_raggiunto,missione_finita,fault,motivo,tag_ids,sorgente_posa
1788766041.577,0.000,-0.022,0.214,2.066,78.181,0.000,2.100,2.100,90.000,-18,-18,0,23,1.886,1.886,11.819,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.621,0.043,-0.009,0.208,2.068,77.988,0.000,2.100,2.100,90.000,-18,-18,0,23,1.892,1.892,12.012,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.668,0.091,-0.017,0.204,2.099,78.078,0.000,2.100,2.100,90.000,-18,-18,0,23,1.896,1.896,11.922,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.803,0.225,-0.011,0.203,2.090,77.996,0.000,2.100,2.100,90.000,-18,-18,0,23,1.897,1.897,12.004,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.851,0.274,0.018,0.207,2.048,77.646,0.000,2.100,2.100,90.000,-18,-18,0,23,1.893,1.894,12.354,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.899,0.322,0.017,0.196,2.080,77.575,0.000,2.100,2.100,90.000,-18,-18,0,23,1.904,1.904,12.425,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.946,0.369,0.027,0.200,2.037,77.459,0.000,2.100,2.100,90.000,-18,-18,0,23,1.900,1.901,12.541,0,false,false,false,tracking,17,kalman(weighted_average)
1788766041.996,0.419,0.036,0.187,2.052,77.356,0.000,2.100,2.100,90.000,-18,-18,0,23,1.914,1.914,12.644,0,false,false,false,tracking,17,kalman(weighted_average)
1788766042.121,0.544,0.041,0.191,2.024,77.546,0.000,2.100,2.100,90.000,-18,-18,0,23,1.910,1.911,12.454,0,false,false,false,tracking,17,kalman(weighted_average)
1788766042.177,0.599,0.030,0.185,2.050,79.126,0.000,2.100,2.100,90.000,-18,-18,0,23,1.915,1.916,10.874,0,false,false,false,tracking,17,kalman(weighted_average)
1788766042.226,0.649,0.031,0.188,2.061,80.130,0.000,2.100,2.100,90.000,-18,-18,0,23,1.912,1.913,9.870,0,false,false,false,tracking,17,kalman(weighted_average)
1788766042.272,0.695,0.032,0.189,2.069,80.810,0.000,2.100,2.100,90.000,-17,-18,0,23,1.911,1.911,9.190,0,false,false,false,tracking,17,kalman(weighted_average)
