# =============================================================================
# LOG MISSIONE AUTOPILOTA APRILTAG
# =============================================================================
# Descrizione: campioni registrati durante il volo autonomo; include posa stimata, waypoint attivo, distanze dal target, comandi RC e stato della missione.
# Generato il: 2026-09-09 14:26:25
# Formato dati: tabella CSV testuale con separatore ','
# Nota: le righe che iniziano con '#' sono commenti descrittivi.
# Separatore degli ID AprilTag multipli: '|'
#
# Legenda colonne:
# - timestamp_s: timestamp assoluto UNIX del campione [s]
# - tempo_relativo_s: tempo trascorso dal primo campione del file [s]
# - x_mondo_m: coordinata X della posa usata dall'autopilota nel frame mondo [m]
# - y_mondo_m: coordinata Y della posa usata dall'autopilota nel frame mondo [m]
# - z_mondo_m: coordinata Z della posa usata dall'autopilota nel frame mondo [m]
# - yaw_mondo_deg: yaw della posa usata dall'autopilota [deg]
# - waypoint_x_m: coordinata X del waypoint attivo [m]
# - waypoint_y_m: coordinata Y del waypoint attivo [m]
# - waypoint_z_m: coordinata Z del waypoint attivo [m]
# - waypoint_yaw_deg: yaw desiderato del waypoint attivo [deg]
# - comando_lr: comando RC laterale left/right inviato o calcolato dall'autopilota
# - comando_fb: comando RC forward/backward inviato o calcolato dall'autopilota
# - comando_ud: comando RC up/down inviato o calcolato dall'autopilota
# - comando_yaw: comando RC di rotazione yaw inviato o calcolato dall'autopilota
# - distanza_xy_m: distanza planare dal waypoint attivo [m]
# - distanza_3d_m: distanza spaziale dal waypoint attivo [m]
# - errore_yaw_deg: errore di orientamento rispetto al waypoint [deg]
# - indice_waypoint: indice del waypoint attivo nella sequenza
# - waypoint_raggiunto: true se il waypoint è stato considerato raggiunto in quel campione
# - missione_finita: true se la sequenza di waypoint risulta completata
# - fault: true se il controllore segnala una condizione anomala
# - motivo: motivo diagnostico restituito dall'autopilota
# - tag_ids: ID degli AprilTag usati per la stima, separati dal carattere indicato sopra
# - sorgente_posa: descrizione della sorgente della posa usata dall'autopilota
# =============================================================================

timestamp_s,tempo_relativo_s,x_mondo_m,y_mondo_m,z_mondo_m,yaw_mondo_deg,waypoint_x_m,waypoint_y_m,waypoint_z_m,waypoint_yaw_deg,comando_lr,comando_fb,comando_ud,comando_yaw,distanza_xy_m,distanza_3d_m,errore_yaw_deg,indice_waypoint,waypoint_raggiunto,missione_finita,fault,motivo,tag_ids,sorgente_posa
1788956631.606,0.000,0.216,1.176,1.781,91.912,0.000,1.200,2.000,70.000,-11,-2,10,-23,0.217,0.309,-21.912,0,false,false,false,tracking,1,kalman(weighted_average)
1788956631.645,0.039,0.214,1.180,1.785,91.944,0.000,1.200,2.000,70.000,-11,-1,10,-23,0.215,0.304,-21.944,0,false,false,false,tracking,1,kalman(weighted_average)
1788956631.749,0.143,0.209,1.178,1.794,92.004,0.000,1.200,2.000,70.000,-10,-1,9,-23,0.210,0.294,-22.004,0,false,false,false,tracking,1,kalman(weighted_average)
1788956631.783,0.176,0.204,1.180,1.798,92.007,0.000,1.200,2.000,70.000,-10,-1,9,-23,0.205,0.288,-22.007,0,false,false,false,tracking,1,kalman(weighted_average)
1788956631.835,0.229,0.212,1.181,1.802,91.892,0.000,1.200,2.000,70.000,-11,-1,0,-23,0.213,0.290,-21.892,0,false,false,false,tracking,1,kalman(weighted_average)
1788956631.882,0.276,0.207,1.183,1.812,91.955,0.000,1.200,2.000,70.000,-10,-1,0,-23,0.208,0.280,-21.955,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.011,0.405,0.210,1.187,1.819,91.902,0.000,1.200,2.000,70.000,-10,-1,0,-23,0.211,0.278,-21.902,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.042,0.436,0.205,1.192,1.830,91.698,0.000,1.200,2.000,70.000,-10,-1,0,-23,0.205,0.266,-21.698,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.097,0.491,0.193,1.194,1.840,91.514,0.000,1.200,2.000,70.000,-10,-1,0,-23,0.193,0.251,-21.514,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.148,0.541,0.198,1.193,1.852,91.041,0.000,1.200,2.000,70.000,-10,-1,0,-23,0.198,0.248,-21.041,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.202,0.596,0.196,1.198,1.859,90.664,0.000,1.200,2.000,70.000,-10,0,0,-23,0.196,0.242,-20.664,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.312,0.706,0.191,1.198,1.865,90.111,0.000,1.200,2.000,70.000,-10,0,0,-23,0.191,0.234,-20.111,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.341,0.735,0.183,1.208,1.892,88.782,0.000,1.200,2.000,70.000,-9,1,0,-23,0.183,0.212,-18.782,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.399,0.793,0.172,1.210,1.897,88.155,0.000,1.200,2.000,70.000,-9,1,0,-23,0.173,0.201,-18.155,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.459,0.852,0.172,1.209,1.899,87.592,0.000,1.200,2.000,70.000,-9,1,0,-23,0.172,0.200,-17.592,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.495,0.889,0.169,1.210,1.905,87.058,0.000,1.200,2.000,70.000,-8,1,0,-23,0.169,0.194,-17.058,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.602,0.995,0.171,1.206,1.905,86.490,0.000,1.200,2.000,70.000,-9,1,0,-23,0.171,0.196,-16.490,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.633,1.027,0.158,1.206,1.911,85.667,0.000,1.200,2.000,70.000,-8,1,0,-23,0.158,0.181,-15.667,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.695,1.088,0.148,1.202,1.912,85.223,0.000,1.200,2.000,70.000,0,0,0,-23,0.148,0.173,-15.223,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.734,1.128,0.144,1.203,1.914,84.758,0.000,1.200,2.000,70.000,0,0,0,-23,0.144,0.168,-14.758,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.790,1.184,0.134,1.207,1.923,84.115,0.000,1.200,2.000,70.000,0,0,0,-23,0.134,0.154,-14.115,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.887,1.281,0.124,1.207,1.926,83.705,0.000,1.200,2.000,70.000,0,0,0,-23,0.124,0.145,-13.705,0,false,false,false,tracking,1,kalman(weighted_average)
1788956632.923,1.317,0.124,1.207,1.926,82.540,0.000,1.200,2.000,70.000,0,0,0,-23,0.124,0.145,-12.540,0,false,false,false,tracking,11,kalman(weighted_average)
1788956632.971,1.365,0.124,1.207,1.926,81.648,0.000,1.200,2.000,70.000,0,0,0,-23,0.124,0.145,-11.648,0,false,false,false,tracking,11,kalman(weighted_average)
1788956633.037,1.431,0.171,1.719,1.996,81.035,0.000,1.200,2.000,70.000,-4,18,0,-23,0.546,0.546,-11.035,0,false,false,false,tracking,11,kalman(weighted_average)
1788956633.079,1.473,0.171,1.790,2.010,80.569,0.000,1.200,2.000,70.000,-4,18,0,-23,0.615,0.615,-10.569,0,false,false,false,tracking,11,kalman(weighted_average)
